hgnc	ens
ESCO2	ENSG00000171320
TSEN54	ENSG00000182173
	ENSG00000227163
	ENSG00000230615
AASS	ENSG00000008311
HCK	ENSG00000101336
CUEDC1	ENSG00000180891
MAIP1	ENSG00000162972
CDK17	ENSG00000059758
CCDC24	ENSG00000159214
CLDN12	ENSG00000157224
	ENSG00000284747
RAB7B	ENSG00000276600
ERRFI1	ENSG00000116285
SLK	ENSG00000065613
PDHA1	ENSG00000131828
C2orf69	ENSG00000178074
MIA	ENSG00000261857
	ENSG00000268854
SHISA2	ENSG00000180730
JOSD2	ENSG00000161677
PBK	ENSG00000168078
ADPGK	ENSG00000159322
TSPAN10	ENSG00000182612
LRRN2	ENSG00000170382
MRPL23	ENSG00000214026
DPM3	ENSG00000179085
PDE6G	ENSG00000185527
RAB4B	ENSG00000167578
NUTM2A-AS1	ENSG00000223482
ANO7	ENSG00000146205
SBSN	ENSG00000189001
BSG	ENSG00000172270
BACH1	ENSG00000156273
CIB2	ENSG00000136425
XRN1	ENSG00000114127
BCS1L	ENSG00000074582
TMEM99	ENSG00000167920
BCAP29	ENSG00000075790
STAT1	ENSG00000115415
KRT10	ENSG00000186395
	ENSG00000230551
LRRC4B	ENSG00000131409
	ENSG00000279108
TENM3-AS1	ENSG00000177822
VEZF1	ENSG00000136451
CCDC137	ENSG00000185298
RNF6	ENSG00000127870
LINC00189	ENSG00000215533
CDK14	ENSG00000058091
DOC2B	ENSG00000272636
OXLD1	ENSG00000204237
TENM3	ENSG00000218336
POLR2J3	ENSG00000285437
	ENSG00000266086
	ENSG00000272502
	ENSG00000264112
	ENSG00000248751
TFAM	ENSG00000108064
ADSL	ENSG00000239900
MRPL13	ENSG00000172172
SRSF1	ENSG00000136450
EGLN2	ENSG00000269858
DYRK1A	ENSG00000157540
ACSBG1	ENSG00000103740
ATOH8	ENSG00000168874
FAM91A1	ENSG00000176853
POLR2J3	ENSG00000168255
SEMA6A	ENSG00000092421
TMEM147	ENSG00000105677
SLC2A8	ENSG00000136856
TRMT1L	ENSG00000121486
MTBP	ENSG00000172167
WDR60	ENSG00000126870
HDAC2	ENSG00000196591
EEF1A1P17	ENSG00000257907
LINC00863	ENSG00000224914
TBC1D10A	ENSG00000099992
ERCC4	ENSG00000175595
IGSF11	ENSG00000144847
NUTM2D	ENSG00000214562
PUS7L	ENSG00000129317
SHANK1	ENSG00000161681
SNTB1	ENSG00000172164
CYP2T1P	ENSG00000233622
LLGL1	ENSG00000131899
IDH3A	ENSG00000166411
COMP	ENSG00000105664
ZNF512B	ENSG00000196700
ANXA1	ENSG00000135046
	ENSG00000280347
ZNF800	ENSG00000048405
EVI5	ENSG00000067208
UCKL1-AS1	ENSG00000280213
RAPGEFL1	ENSG00000108352
UCKL1	ENSG00000198276
GAPDHS	ENSG00000105679
CTF1	ENSG00000150281
UPK3BL1	ENSG00000267368
COG5	ENSG00000164597
RASA4	ENSG00000105808
FBXL19-AS1	ENSG00000260852
	ENSG00000261487
ORAI3	ENSG00000175938
CLEC11A	ENSG00000105472
TMEM147-AS1	ENSG00000236144
	ENSG00000263165
ATXN3	ENSG00000066427
FBXL19	ENSG00000099364
ANKFY1	ENSG00000185722
DDX39A	ENSG00000123136
CASTOR1	ENSG00000239282
NDUFA12	ENSG00000184752
OGT	ENSG00000147162
NFASC	ENSG00000163531
PTTG1IP	ENSG00000183255
ARL16	ENSG00000214087
EMP1	ENSG00000134531
PLXNB1	ENSG00000164050
CYP2S1	ENSG00000167600
C19orf48	ENSG00000167747
SDR42E1	ENSG00000184860
LTB	ENSG00000227507
	ENSG00000233251
ADM2	ENSG00000128165
SAMMSON	ENSG00000240405
POLB	ENSG00000070501
HGS	ENSG00000185359
CTPS2	ENSG00000047230
RC3H1	ENSG00000135870
BICC1	ENSG00000122870
LINC00689	ENSG00000231419
ZNF142	ENSG00000115568
HGF	ENSG00000019991
IWS1	ENSG00000163166
HBP1	ENSG00000105856
RBMS1	ENSG00000153250
DPP6	ENSG00000130226
AXL	ENSG00000167601
LINC01881	ENSG00000220804
AGAP1	ENSG00000157985
SLC22A17	ENSG00000092096
ADSS1	ENSG00000185100
MC1R	ENSG00000258839
	ENSG00000198211
	ENSG00000259006
TCF25	ENSG00000141002
UPK3BL2	ENSG00000284981
NDUFS7	ENSG00000115286
ESD	ENSG00000139684
POLR2J2	ENSG00000228049
HSD17B2	ENSG00000086696
KIF26B	ENSG00000162849
CYB5D2	ENSG00000167740
PTK7	ENSG00000112655
	ENSG00000267645
MEPCE	ENSG00000146834
SOS2	ENSG00000100485
OR5BA1P	ENSG00000255303
SH3D19	ENSG00000109686
	ENSG00000277938
	ENSG00000285925
	ENSG00000274414
QPCT	ENSG00000115828
PGP	ENSG00000184207
TIPIN	ENSG00000075131
ZCWPW1	ENSG00000078487
BRICD5	ENSG00000182685
PKN1	ENSG00000123143
DDX46	ENSG00000145833
EFS	ENSG00000100842
SPINT1	ENSG00000166145
DUS4L	ENSG00000105865
	ENSG00000262049
SLC37A1	ENSG00000160190
MLST8	ENSG00000167965
CHCHD2	ENSG00000106153
CASC4	ENSG00000166734
DIPK1A	ENSG00000154511
	ENSG00000259994
MORF4L1	ENSG00000185787
SUFU	ENSG00000107882
DSN1	ENSG00000149636
RPL5	ENSG00000122406
	ENSG00000254307
LSM5	ENSG00000106355
DPY19L4	ENSG00000156162
RNF41	ENSG00000181852
KIAA0556	ENSG00000047578
C5orf24	ENSG00000181904
ABL2	ENSG00000143322
CPD	ENSG00000108582
ARHGEF37	ENSG00000183111
TUBB3	ENSG00000258947
DNAJA1	ENSG00000086061
FST	ENSG00000134363
PACRGL	ENSG00000163138
IFT81	ENSG00000122970
PANX2	ENSG00000073150
SETD1A	ENSG00000099381
PLEKHA5	ENSG00000052126
ADH5	ENSG00000197894
IFI27L1	ENSG00000165948
HSD3B7	ENSG00000099377
FAM120C	ENSG00000184083
KYAT3	ENSG00000137944
TMEM161B	ENSG00000164180
LSM3	ENSG00000170860
OS9	ENSG00000135506
KLK2	ENSG00000167751
SLC25A39	ENSG00000013306
EIF1AY	ENSG00000198692
CFAP54	ENSG00000188596
XPC	ENSG00000154767
HAX1	ENSG00000143575
	ENSG00000255330
KRT23	ENSG00000108244
RPS3A	ENSG00000145425
CDC42EP3	ENSG00000163171
SYAP1	ENSG00000169895
CNOT10	ENSG00000182973
KIAA0408	ENSG00000189367
RBMXL1	ENSG00000213516
IFI27	ENSG00000165949
ABCG8	ENSG00000143921
	ENSG00000286067
PXN-AS1	ENSG00000255857
ATP6V0D2	ENSG00000147614
CBX3P7	ENSG00000197692
TYR	ENSG00000077498
HPF1	ENSG00000056050
BCAS3	ENSG00000141376
CCDC97	ENSG00000142039
SAMD10	ENSG00000130590
FMR1	ENSG00000102081
	ENSG00000268279
	ENSG00000228242
DCTD	ENSG00000129187
KLK4	ENSG00000167749
EREG	ENSG00000124882
ANKRD40	ENSG00000154945
PXN	ENSG00000089159
DMAC2	ENSG00000105341
PPP1R35	ENSG00000160813
TMEM43	ENSG00000170876
	ENSG00000279297
PPARGC1B	ENSG00000155846
MECR	ENSG00000116353
F2R	ENSG00000181104
ADAT3	ENSG00000213638
MAPKBP1	ENSG00000137802
SCAMP4	ENSG00000227500
CAPN10	ENSG00000142330
IQGAP2	ENSG00000145703
PCCA	ENSG00000175198
UNC13B	ENSG00000198722
DCAF10	ENSG00000122741
MAFF	ENSG00000185022
TMEM161B-AS1	ENSG00000247828
SLC25A51	ENSG00000122696
KLK7	ENSG00000169035
PCAT19	ENSG00000267107
USP2	ENSG00000036672
SHB	ENSG00000107338
AGO2	ENSG00000123908
PLA2G6	ENSG00000184381
TET1	ENSG00000138336
	ENSG00000280334
PYGB	ENSG00000100994
CES4A	ENSG00000172824
AREG	ENSG00000109321
TDRD3	ENSG00000083544
MFAP3L	ENSG00000198948
EXOSC3	ENSG00000107371
LIMD1	ENSG00000144791
	ENSG00000260400
ETV4	ENSG00000175832
	ENSG00000285417
EXOSC5	ENSG00000077348
TOMM5	ENSG00000175768
SMU1	ENSG00000122692
SACM1L	ENSG00000211456
FBXO10	ENSG00000147912
PHTF2	ENSG00000006576
TMEM91	ENSG00000142046
ABHD12	ENSG00000100997
FAM131B	ENSG00000159784
L2HGDH	ENSG00000087299
MCM2	ENSG00000073111
TRMT10B	ENSG00000165275
THY1	ENSG00000154096
	ENSG00000256594
CCNYL1	ENSG00000163249
GGACT	ENSG00000134864
ADAMTS7	ENSG00000136378
	ENSG00000284634
SULT1C2	ENSG00000198203
NFKBIZ	ENSG00000144802
	ENSG00000214776
TXNDC15	ENSG00000113621
MTF2	ENSG00000143033
	ENSG00000263873
ACTR5	ENSG00000101442
CRYM	ENSG00000103316
	ENSG00000255730
	ENSG00000285608
ARHGAP5-AS1	ENSG00000258655
TGFB1	ENSG00000105329
ARHGAP5	ENSG00000100852
RLBP1	ENSG00000140522
MAP2K1	ENSG00000169032
NDUFS4	ENSG00000164258
RPS6KB2	ENSG00000175634
FRMPD1	ENSG00000070601
HNRNPUL1	ENSG00000105323
TM4SF1	ENSG00000169908
UAP1	ENSG00000117143
FAM72A	ENSG00000196550
DGLUCY	ENSG00000133943
RABGAP1L-IT1	ENSG00000223525
NXPE3	ENSG00000144815
ANKS4B	ENSG00000175311
SNAPC5	ENSG00000174446
TMX2P1	ENSG00000213839
	ENSG00000255872
WNK3	ENSG00000196632
RABGAP1L	ENSG00000152061
SRGAP2	ENSG00000266028
TBX2	ENSG00000121068
	ENSG00000286051
RPH3AL	ENSG00000181031
ASAP3	ENSG00000088280
LINC01106	ENSG00000175772
YIPF6	ENSG00000181704
	ENSG00000279080
DHX8	ENSG00000067596
UPP1	ENSG00000183696
TBX2-AS1	ENSG00000267280
GEMIN2	ENSG00000092208
MRTFB	ENSG00000186260
CMTM5	ENSG00000166091
F2RL2	ENSG00000164220
SMYD3	ENSG00000185420
PAK3	ENSG00000077264
SLC30A5	ENSG00000145740
SMARCA4	ENSG00000127616
ZGRF1	ENSG00000138658
KLK10	ENSG00000129451
GPC3	ENSG00000147257
GPHN	ENSG00000171723
FZD5	ENSG00000163251
KLK11	ENSG00000167757
	ENSG00000251417
DUSP22	ENSG00000112679
FMR1-IT1	ENSG00000236337
CDK8	ENSG00000132964
CDC73	ENSG00000134371
IFI27L2	ENSG00000119632
GCC1	ENSG00000179562
AP5B1	ENSG00000254470
UPF1	ENSG00000005007
NR2C1	ENSG00000120798
SNRPA1	ENSG00000131876
ARF5	ENSG00000004059
FRS2	ENSG00000166225
GIPC1	ENSG00000123159
PSMD14	ENSG00000115233
NEU1	ENSG00000204386
BCL2L15	ENSG00000188761
PPA2	ENSG00000138777
SWT1	ENSG00000116668
DYNLL2	ENSG00000264364
	ENSG00000279207
OR4D1	ENSG00000141194
DIP2A	ENSG00000160305
LINC00891	ENSG00000281852
MTND5P11	ENSG00000248923
CNTRL	ENSG00000119397
TIMM13	ENSG00000099800
MTND4P12	ENSG00000247627
AP4B1-AS1	ENSG00000226167
MTCYBP18	ENSG00000244921
PCBD2	ENSG00000132570
LARP7	ENSG00000174720
NEFM	ENSG00000104722
PTPN22	ENSG00000134242
MAN2C1	ENSG00000140400
CETN2	ENSG00000147400
LMNB2	ENSG00000176619
MTND6P4	ENSG00000249119
TRABD	ENSG00000170638
EIF4G2	ENSG00000110321
PLCB3	ENSG00000149782
PLEKHM3	ENSG00000178385
ERCC8	ENSG00000049167
TMPRSS9	ENSG00000178297
TANK	ENSG00000136560
ANKS6	ENSG00000165138
WIPF2	ENSG00000171475
DUS3L	ENSG00000141994
NSDHL	ENSG00000147383
SLC25A24	ENSG00000085491
GABRG2	ENSG00000113327
CAMK2D	ENSG00000145349
AIFM1	ENSG00000156709
C16orf74	ENSG00000154102
	ENSG00000232533
LLGL2	ENSG00000073350
VBP1	ENSG00000155959
	ENSG00000257027
DNAJB1	ENSG00000132002
DTWD2	ENSG00000169570
RERE	ENSG00000142599
DMAC2L	ENSG00000125375
WASF3	ENSG00000132970
B3GNT8	ENSG00000177191
ARHGAP22	ENSG00000128805
AP2M1	ENSG00000161203
B9D2	ENSG00000123810
TECR	ENSG00000099797
BCKDHA	ENSG00000248098
PARM1	ENSG00000169116
RAB39B	ENSG00000155961
PICALM	ENSG00000073921
PRR22	ENSG00000212123
SLC44A5	ENSG00000137968
KLK13	ENSG00000167759
CDKL1	ENSG00000100490
EEF1A1P14	ENSG00000233057
LINC01902	ENSG00000283503
ME1	ENSG00000065833
SRP19	ENSG00000153037
SLC35C2	ENSG00000080189
DMXL1	ENSG00000172869
NOL10	ENSG00000115761
LINC01480	ENSG00000270164
LGALS9	ENSG00000168961
	ENSG00000258504
	ENSG00000225813
YY1	ENSG00000100811
PCSK6	ENSG00000140479
AKNA	ENSG00000106948
AEBP2	ENSG00000139154
IRF9	ENSG00000213928
NUDT15	ENSG00000136159
TDG	ENSG00000139372
SUCLA2	ENSG00000136143
SLC25A29	ENSG00000197119
EMC8	ENSG00000131148
RSBN1	ENSG00000081019
NEFL	ENSG00000277586
CEBPD	ENSG00000221869
OVOL1	ENSG00000172818
AP4B1	ENSG00000134262
SHROOM3	ENSG00000138771
COX4I1	ENSG00000131143
TRIM71	ENSG00000206557
CORO1B	ENSG00000172725
REEP5	ENSG00000129625
CTR9	ENSG00000198730
KRTCAP2	ENSG00000163463
	ENSG00000259529
NABP2	ENSG00000139579
DVL3	ENSG00000161202
CCR4	ENSG00000183813
CTU1	ENSG00000142544
PSME2	ENSG00000100911
ZNF79	ENSG00000196152
SIGLEC9	ENSG00000129450
BTBD9	ENSG00000183826
LST1	ENSG00000204482
CNOT4	ENSG00000080802
MUC1	ENSG00000185499
LPXN	ENSG00000110031
TLNRD1	ENSG00000140406
APC	ENSG00000134982
SV2B	ENSG00000185518
IRAK4	ENSG00000198001
ZMYM1	ENSG00000197056
COL6A1	ENSG00000142156
TFB2M	ENSG00000162851
LRPPRC	ENSG00000138095
CMTR2	ENSG00000180917
PTPRCAP	ENSG00000213402
MACROH2A1	ENSG00000113648
EEF1AKMT4	ENSG00000284753
EEF1A1P4	ENSG00000245205
CSNK1G2	ENSG00000133275
	ENSG00000227671
SIGLEC7	ENSG00000168995
NPM1	ENSG00000181163
DDR2	ENSG00000162733
ERGIC1	ENSG00000113719
PRRC1	ENSG00000164244
ZYX	ENSG00000159840
C11orf58	ENSG00000110696
ALG3	ENSG00000214160
	ENSG00000261786
	ENSG00000280435
RNF31	ENSG00000092098
SOX6	ENSG00000110693
RPS6KA5	ENSG00000100784
RPL19	ENSG00000108298
GSG1L	ENSG00000169181
ZFP91	ENSG00000186660
SLC2A13	ENSG00000151229
RPS19	ENSG00000105372
DNM3	ENSG00000197959
TASOR	ENSG00000163946
ADGRF5	ENSG00000069122
TSR2	ENSG00000158526
SDCBP	ENSG00000137575
FGD1	ENSG00000102302
RPL26L1	ENSG00000037241
	ENSG00000227627
SELENOO	ENSG00000073169
MESP1	ENSG00000166823
NEIL1	ENSG00000140398
MTRF1L	ENSG00000112031
EPHA1	ENSG00000146904
	ENSG00000258765
CCDC18	ENSG00000122483
RBBP7	ENSG00000102054
MKS1	ENSG00000011143
SLC7A2	ENSG00000003989
CD79A	ENSG00000105369
ATXN2L	ENSG00000168488
ARL15	ENSG00000185305
CYP1B1	ENSG00000138061
TSC22D4	ENSG00000166925
ZNF496	ENSG00000162714
WDR18	ENSG00000065268
PARD3B	ENSG00000116117
RMDN2	ENSG00000115841
ANTXR1	ENSG00000169604
	ENSG00000232756
GALNT12	ENSG00000119514
CLK1	ENSG00000013441
ARL8A	ENSG00000143862
ATP8B2	ENSG00000143515
ARHGEF1	ENSG00000076928
PPP1R16B	ENSG00000101445
FBXO5	ENSG00000112029
OR7A5	ENSG00000188269
IGLON5	ENSG00000142549
OR7C1	ENSG00000127530
SIN3A	ENSG00000169375
TRPV2	ENSG00000187688
CCDC66	ENSG00000180376
VSIG10L	ENSG00000186806
WWP1	ENSG00000123124
OR7A17	ENSG00000185385
KSR1	ENSG00000141068
	ENSG00000259172
CCDC18-AS1	ENSG00000223745
SSBP2	ENSG00000145687
TXLNG	ENSG00000086712
NLRP3	ENSG00000162711
CERS1	ENSG00000223802
BBS10	ENSG00000179941
RHOV	ENSG00000104140
MAGEF1	ENSG00000177383
PITX1	ENSG00000069011
SULT1C4	ENSG00000198075
MLX	ENSG00000108788
LPO	ENSG00000167419
MTPAP	ENSG00000107951
CDIP1	ENSG00000089486
FRYL	ENSG00000075539
GOSR1	ENSG00000108587
ETFB	ENSG00000105379
PRSS35	ENSG00000146250
VPS18	ENSG00000104142
ZNF185	ENSG00000147394
IL6R	ENSG00000160712
NCOA3	ENSG00000124151
PLCB2	ENSG00000137841
RMDN1	ENSG00000176623
RPL12	ENSG00000197958
DPP9	ENSG00000142002
CYP1B1-AS1	ENSG00000232973
FAM83D	ENSG00000101447
PLSCR1	ENSG00000188313
NRTN	ENSG00000171119
	ENSG00000274825
E2F2	ENSG00000007968
RGS17	ENSG00000091844
PSMC3IP	ENSG00000131470
PPIL3	ENSG00000240344
CCDC51	ENSG00000164051
ELMO2	ENSG00000062598
GRN	ENSG00000030582
CBFB	ENSG00000067955
	ENSG00000213121
	ENSG00000218426
PLCD1	ENSG00000187091
TMA7	ENSG00000232112
SERPINH1	ENSG00000149257
PDE8A	ENSG00000073417
PIGC	ENSG00000135845
AVL9	ENSG00000105778
ELMO1	ENSG00000155849
RN7SL832P	ENSG00000243819
SIGLEC10	ENSG00000142512
PHF6	ENSG00000156531
LINC01678	ENSG00000225331
GATD3A	ENSG00000160221
RHOT2	ENSG00000140983
CCNB1	ENSG00000134057
PDIA6	ENSG00000143870
DPY19L1P1	ENSG00000229358
DDX49	ENSG00000105671
ZNRF2P1	ENSG00000237004
LINC00997	ENSG00000281332
	ENSG00000273014
LINC01184	ENSG00000245937
CPSF7	ENSG00000149532
ANKRD26	ENSG00000107890
B4GALT4	ENSG00000121578
DR1	ENSG00000117505
SOAT1	ENSG00000057252
NEO1	ENSG00000067141
TMED5	ENSG00000117500
	ENSG00000280187
DLL4	ENSG00000128917
RTL5	ENSG00000242732
NHSL2	ENSG00000204131
CHAC1	ENSG00000128965
MPHOSPH6	ENSG00000135698
CCAR1	ENSG00000060339
ENPP1	ENSG00000197594
SLCO3A1	ENSG00000176463
FOSL2	ENSG00000075426
GLT8D2	ENSG00000120820
NOP58	ENSG00000055044
SULF2	ENSG00000196562
KLHL13	ENSG00000003096
STAC2	ENSG00000141750
SNX32	ENSG00000172803
TIRAP	ENSG00000150455
GCC2	ENSG00000135968
	ENSG00000268193
MINPP1	ENSG00000107789
COPE	ENSG00000105669
HPRT1	ENSG00000165704
TMEM132D	ENSG00000151952
HCN2	ENSG00000099822
GGNBP2	ENSG00000278311
TM9SF4	ENSG00000101337
EIF4G3	ENSG00000075151
AAAS	ENSG00000094914
MUS81	ENSG00000172732
CLIC2	ENSG00000155962
PIP5K1C	ENSG00000186111
	ENSG00000260570
GSEC	ENSG00000280832
SYNRG	ENSG00000275066
BCAP31	ENSG00000185825
	ENSG00000255062
DCPS	ENSG00000110063
STRADB	ENSG00000082146
TMTC4	ENSG00000125247
HERPUD1	ENSG00000051108
F8A3	ENSG00000277150
ARAP1	ENSG00000186635
SNX18	ENSG00000178996
TMLHE	ENSG00000185973
RYR2	ENSG00000198626
	ENSG00000286223
	ENSG00000224810
ATP6V0E1	ENSG00000113732
GIN1	ENSG00000145723
CENPH	ENSG00000153044
ATP6V1C2	ENSG00000143882
FER1L5	ENSG00000249715
NECTIN1	ENSG00000110400
TMEM65	ENSG00000164983
RNF185	ENSG00000138942
CNST	ENSG00000162852
TRMT12	ENSG00000183665
RNF139-AS1	ENSG00000245149
ATP1A3	ENSG00000105409
RNF25	ENSG00000163481
MRPS36	ENSG00000134056
TLK2	ENSG00000146872
USP12	ENSG00000152484
TRAK2	ENSG00000115993
RNF167	ENSG00000108523
UBQLN4	ENSG00000160803
ATP5F1D	ENSG00000099624
	ENSG00000254561
CDC6	ENSG00000094804
SCCPDH	ENSG00000143653
MAPRE2	ENSG00000166974
STK24	ENSG00000102572
GADD45B	ENSG00000099860
	ENSG00000258056
STK36	ENSG00000163482
DPF3	ENSG00000205683
CD63	ENSG00000135404
OSBPL5	ENSG00000021762
	ENSG00000236673
EFEMP2	ENSG00000172638
	ENSG00000253106
RNF139	ENSG00000170881
CCN2	ENSG00000118523
COL15A1	ENSG00000204291
MTSS1	ENSG00000170873
ATP2A2	ENSG00000174437
ANPEP	ENSG00000166825
HOMER3	ENSG00000051128
VDAC3	ENSG00000078668
MIR503HG	ENSG00000223749
TKTL1	ENSG00000007350
CACNA2D1	ENSG00000153956
CYBA	ENSG00000051523
KIF28P	ENSG00000223519
KANSL3	ENSG00000114982
	ENSG00000260855
RIOK2	ENSG00000058729
GATD3B	ENSG00000280071
PTGER4	ENSG00000171522
TTC33	ENSG00000113638
NR5A2	ENSG00000116833
AHCTF1	ENSG00000153207
	ENSG00000261789
HDAC8	ENSG00000147099
ASB8	ENSG00000177981
SLC25A11	ENSG00000108528
SEPTIN8	ENSG00000164402
	ENSG00000279907
TMEM134	ENSG00000172663
SDHAF2	ENSG00000167985
	ENSG00000264546
SIGLEC8	ENSG00000105366
MIDN	ENSG00000167470
FARP1	ENSG00000152767
TMEM259	ENSG00000182087
OR2B11	ENSG00000177535
ST8SIA2	ENSG00000140557
CFL1	ENSG00000172757
CREBRF	ENSG00000164463
	ENSG00000276612
ADGRF1	ENSG00000153292
TRIM46	ENSG00000163462
	ENSG00000275464
LMF2	ENSG00000100258
FTH1P8	ENSG00000219507
CABP4	ENSG00000175544
WWTR1	ENSG00000018408
IKBKE	ENSG00000263528
GAMT	ENSG00000130005
NYAP1	ENSG00000166924
MOV10	ENSG00000155363
PDGFRL	ENSG00000104213
SLC1A6	ENSG00000105143
PRPF6	ENSG00000101161
GNG7	ENSG00000176533
TSPOAP1-AS1	ENSG00000265148
MTUS1	ENSG00000129422
TATDN1	ENSG00000147687
TWF1	ENSG00000151239
SIGLEC6	ENSG00000105492
SFPQ	ENSG00000116560
	ENSG00000256591
	ENSG00000267749
	ENSG00000267412
COMMD2	ENSG00000114744
SUPT4H1	ENSG00000213246
IVNS1ABP	ENSG00000116679
	ENSG00000274630
ACLY	ENSG00000131473
RABGGTB	ENSG00000137955
RNF43	ENSG00000108375
B4GALT1	ENSG00000086062
GLUL	ENSG00000135821
TUBG1	ENSG00000131462
MYO15B	ENSG00000266714
BNIP1	ENSG00000113734
OR8B9P	ENSG00000229386
PHLDB1	ENSG00000019144
SEPTIN11	ENSG00000138758
SHE	ENSG00000169291
RABAC1	ENSG00000105404
RETREG3	ENSG00000141699
XPO6	ENSG00000169180
NDUFB7	ENSG00000099795
JMJD7-PLA2G4B	ENSG00000168970
PAPSS2	ENSG00000198682
SLC3A1	ENSG00000138079
PDZD8	ENSG00000165650
FBXW11	ENSG00000072803
TSPOAP1	ENSG00000005379
MAP3K8	ENSG00000107968
NDUFAF2	ENSG00000164182
ZNF574	ENSG00000105732
STARD8	ENSG00000130052
RARA-AS1	ENSG00000265666
ZNF175	ENSG00000105497
RARA	ENSG00000131759
TSPY26P	ENSG00000235217
PTPN7	ENSG00000143851
FZD1	ENSG00000157240
DHODH	ENSG00000102967
PLAGL2	ENSG00000126003
CDK5R1	ENSG00000176749
EEF1A1P9	ENSG00000249264
ACADM	ENSG00000117054
MRC2	ENSG00000011028
GLO1	ENSG00000124767
NDUFA11	ENSG00000174886
BAG1	ENSG00000107262
NSMAF	ENSG00000035681
ALCAM	ENSG00000170017
JMJD7	ENSG00000243789
OR7E156P	ENSG00000274052
HNRNPA1P54	ENSG00000236539
PIK3C3	ENSG00000078142
S100B	ENSG00000160307
WDR44	ENSG00000131725
CXADR	ENSG00000154639
ARMCX5-GPRASP2	ENSG00000271147
PRKDC	ENSG00000253729
EPHB1	ENSG00000154928
EHD4	ENSG00000103966
	ENSG00000254584
MVD	ENSG00000167508
BRIP1	ENSG00000136492
SPACA6	ENSG00000182310
RECQL5	ENSG00000108469
	ENSG00000285283
GPRASP1	ENSG00000198932
RORA	ENSG00000069667
INAFM2	ENSG00000259330
PLA2G4B	ENSG00000243708
CASP14	ENSG00000105141
POU2F2	ENSG00000028277
	ENSG00000286237
NDUFB9	ENSG00000147684
BHLHB9	ENSG00000198908
OR1I1	ENSG00000094661
LINC01139	ENSG00000215808
PREPL	ENSG00000138078
CCNE2	ENSG00000175305
SPTBN5	ENSG00000137877
MOXD1	ENSG00000079931
ZNF281	ENSG00000162702
AGFG2	ENSG00000106351
GPRASP2	ENSG00000158301
PAX6	ENSG00000007372
COL17A1	ENSG00000065618
ARMCX5	ENSG00000125962
ID3	ENSG00000117318
PTP4A1	ENSG00000112245
	ENSG00000259776
BMPR2	ENSG00000204217
KBTBD2	ENSG00000170852
F2RL1	ENSG00000164251
CHRM3	ENSG00000133019
TYW1B	ENSG00000277149
	ENSG00000260361
SOGA1	ENSG00000149639
	ENSG00000285976
FAM174B	ENSG00000185442
	ENSG00000279653
BTBD2	ENSG00000133243
DHRS11	ENSG00000278535
STX7	ENSG00000079950
DUSP3	ENSG00000108861
ZNF649	ENSG00000198093
INTS2	ENSG00000108506
AURKA	ENSG00000087586
ZNF613	ENSG00000176024
EPDR1	ENSG00000086289
TP53INP1	ENSG00000164938
	ENSG00000256663
PDE3A	ENSG00000172572
TRANK1	ENSG00000168016
ABCD1	ENSG00000101986
SMIM15	ENSG00000188725
UBE2G1	ENSG00000132388
ZNF577	ENSG00000161551
SLC12A2	ENSG00000064651
ZNF350	ENSG00000256683
FAM171A2	ENSG00000161682
RNF215	ENSG00000099999
INTS8	ENSG00000164941
RGPD6	ENSG00000183054
ICE2	ENSG00000128915
PLXNB3	ENSG00000198753
UBALD1	ENSG00000153443
ICOSLG	ENSG00000160223
CYB561D2	ENSG00000114395
ATR	ENSG00000175054
ZNF615	ENSG00000197619
MTFP1	ENSG00000242114
	ENSG00000285830
TRAPPC6B	ENSG00000182400
SBDSP1	ENSG00000225648
TCAF1P1	ENSG00000223459
SFRP4	ENSG00000106483
CACNA2D2	ENSG00000007402
RPL11	ENSG00000142676
ARHGAP31	ENSG00000031081
CCDC157	ENSG00000187860
	ENSG00000266208
ILVBL	ENSG00000105135
STARD10	ENSG00000214530
VMAC	ENSG00000187650
FPR1	ENSG00000171051
CAPS	ENSG00000105519
DHX38	ENSG00000140829
SRPK3	ENSG00000184343
SF3A1	ENSG00000099995
TCAF2	ENSG00000170379
AFF2	ENSG00000155966
EHMT2-AS1	ENSG00000237080
ZNF614	ENSG00000142556
CDYL2	ENSG00000166446
RANBP3	ENSG00000031823
NQO2	ENSG00000124588
NALCN	ENSG00000102452
OPRM1	ENSG00000112038
PPM1B	ENSG00000138032
IRAK1BP1	ENSG00000146243
ATL1	ENSG00000198513
	ENSG00000283537
ZNF841	ENSG00000197608
	ENSG00000249590
FANCL	ENSG00000115392
SAMHD1	ENSG00000101347
SEC14L2	ENSG00000100003
RPL21	ENSG00000122026
ZNF432	ENSG00000256087
	ENSG00000269378
ZNF333	ENSG00000160961
SYDE1	ENSG00000105137
	ENSG00000271895
PHIP	ENSG00000146247
TARDBP	ENSG00000120948
TNFRSF21	ENSG00000146072
ZNF616	ENSG00000204611
HDLBP	ENSG00000115677
SNAI3-AS1	ENSG00000260630
EHMT2	ENSG00000204371
ZNF836	ENSG00000196267
SMG1P3	ENSG00000180747
ADGRE2	ENSG00000127507
ADGRB2	ENSG00000121753
ODF2	ENSG00000136811
MRM1	ENSG00000278619
PPP2R1A	ENSG00000105568
ARAP1-AS1	ENSG00000256007
SAV1	ENSG00000151748
FAM222A	ENSG00000139438
CD2AP	ENSG00000198087
	ENSG00000261342
SLC39A3	ENSG00000141873
